file,model,code_box,status,numeric_error,cli_speedup,first_fit_speedup,stanli_median_s,stanli_min_s,stanli_max_s,cmdstan_median_s,cmdstan_min_s,cmdstan_max_s,cmdstan_compile_s,stanli_first_fit_s,cmdstan_first_fit_s,stanli_rhat_max,cmdstan_rhat_max,stanli_ess_bulk_min,cmdstan_ess_bulk_min,stanli_divergences,cmdstan_divergences,failure_reason,log_density_max_absolute,log_density_max_ulp,log_density_count,gradient_max_absolute,gradient_max_ulp,gradient_count,outputs_max_absolute,outputs_max_ulp,outputs_count
ch15_m15_2,m15.2,15.5,ok,1.91e-16,1.789373421246074,44.41063257909118,0.08054608349993941,0.07680554099988512,0.08424862500032759,0.14412702100025854,0.140855124999689,0.338746500000525,3.4329754990003494,0.08054608349993941,3.577102520000608,1.0039593245151917,1.0051243856778165,1382.260680807044,1216.0550475140424,0,0,,1.1368683772161603e-13,1,3,2.220446049250313e-16,1,312,0,0,312
ch15_m15_3,m15.3,15.12,ok,0.0,1.1535891115278922,11.459935202120215,0.256716332999531,0.2411528750008074,0.2607262500005163,0.2961451664996275,0.28699637499994424,0.5019314169994686,2.6458073750009135,0.256716332999531,2.941952541500541,1.0011615770839342,1.0022662031479346,2615.735233080047,2258.588402979189,0,0,,0,0,3,0,0,6,0,0,6
ch15_m15_4,m15.4,15.13,ok,0.0,1.3182120871163445,14.016398979989413,0.20784585399997013,0.20160570799998823,0.2137404590002916,0.27398491699977967,0.2631220419998499,0.4294652500002485,2.6392654990004303,0.20784585399997013,2.91325041600021,1.0031448914886407,1.0004701764616686,2291.594283579915,2158.7361359172373,0,0,,0,0,3,0,0,6,0,0,6
ch15_m15_5,m15.5,15.17,ok,9.16e-16,1.75707490487291,91.86944826717364,0.035980395499791484,0.03223641600015981,0.040704041999561014,0.0632202500000858,0.05778545799967105,0.27731766600027186,3.242278833000455,0.035980395499791484,3.305499083000541,1.0030986085493803,1.002084769671926,1607.5844972106695,1468.557188218651,0,0,,0,0,3,3.552713678800501e-15,211106232532992,54,0,0,54
ch15_m15_6,m15.6,15.19,ok,5.66e-16,1.4439275955240205,125.757333295173,0.024168354499579436,0.02404204199956439,0.026425832999848353,0.03489735400034988,0.03306825000072422,0.23909166600060416,3.0044504579991553,0.024168354499579436,3.039347811999505,1.001345586830639,1.0026780299983318,2456.711903037477,2879.1875508540043,0,0,,0,0,3,1.7763568394002505e-15,4,18,0,0,18
ch15_m15_7,m15.7,15.22,ok,4e-15,1.6518053303718947,22.918619488964406,0.337966770499861,0.31128720800006704,0.36743037500036735,0.5582553130002452,0.5296852080000463,0.7606935840003644,7.18747650000023,0.337966770499861,7.745731813000475,1.0037992097567943,1.0023036402347247,1925.700221898683,1997.9022102124402,0,0,,0,0,3,3.9968028886505635e-15,211106232532992,63,0,0,72
ch15_m15_8,m15.8,15.30,ok,4.66e-15,2.0025376284640943,53.651403076292375,0.05505474999972648,0.05218516700006148,0.05669966699952056,0.11024920850013586,0.10490458300046157,0.2994747080001616,2.843515374999697,0.05505474999972648,2.953764583499833,1.0020291131228032,1.0007840877029763,2694.4387289924293,2866.1053023245527,0,0,,1.9895196601282805e-13,7,3,5.684341886080802e-14,21,9,0,0,9
ch15_m15_9,m15.9,15.31,ok,4.66e-15,2.1491961500779855,44.09090160213355,0.07688885399966239,0.07484475000001112,0.08133933400040405,0.16524922899998273,0.1460560830000759,0.35296841699982906,3.224849666999944,0.07688885399966239,3.3900988959999268,1.0009299803383067,1.0007447540243422,2407.7597313969372,2537.1639401608777,0,0,,1.9895196601282805e-13,7,3,1.7053025658242404e-13,21,9,3.552713678800501e-15,16,909
ch16_m16_1,m16.1,16.2,ok,1.81e-15,2.3469601497499766,3.1633911218571096,3.6806541454998296,3.5878937919997043,3.7476916249997885,8.638348604500152,8.514380541999344,8.801856000000043,3.0050000420005745,3.6806541454998296,11.643348646500726,1.0039303395549914,1.002816713534463,1237.8575462408487,992.8346181486132,0,0,,1.1368683772161603e-13,1,3,1.7053025658242404e-13,15,9,0,0,9
ch16_m16_4,m16.4,16.11,ok,1.71e-15,2.829059476355037,37.31727907520268,0.08448479149956256,0.07489745899965783,0.0907128749995536,0.23901249999971697,0.20788887500020792,0.43220512500010955,2.91373004199977,0.08448479149956256,3.152742541999487,1.0035931799283158,1.0039952668850753,1153.0922156633064,1041.9679828716203,0,0,,0,0,3,1.7053025658242404e-13,8,9,0,0,9
